"MODELE          ","                "
"MACHINE         ","MC#01   "
"RAPPORT         ","VENT MENSUEL"
"FICHIER         ","FILE010"
"MODE            ","Z   "
"COMPTEUR Z      ","0050"
"DATE            ","31-12-2024"
"HEURE           ","17:08"

"ENREGISTREMENT  ","QTE VENTE BRUT  ","CA BRUT         ","NBRE VENTE NET  ","CA NET          "
"0001","0","0.00","0","0.00"
"0002","0","0.00","0","0.00"
"0003","2","638.00","1","638.00"
"0004","0","0.00","0","0.00"
"0005","3","848.00","2","848.00"
"0006","5","1,555.00","3","1,555.00"
"0007","0","0.00","0","0.00"
"0008","0","0.00","0","0.00"
"0009","0","0.00","0","0.00"
"0010","0","0.00","0","0.00"
"0011","0","0.00","0","0.00"
"0012","0","0.00","0","0.00"
"0013","0","0.00","0","0.00"
"0014","0","0.00","0","0.00"
"0015","0","0.00","0","0.00"
"0016","0","0.00","0","0.00"
"0017","5","1,385.90","3","1,385.90"
"0018","0","0.00","0","0.00"
"0019","3","688.80","1","688.80"
"0020","2","1,138.00","1","1,138.00"
"0021","0","0.00","0","0.00"
"0022","0","0.00","0","0.00"
"0023","2","398.90","2","398.90"
"0024","0","0.00","0","0.00"
"0025","0","0.00","0","0.00"
"0026","0","0.00","0","0.00"
"0027","0","0.00","0","0.00"
"0028","4","1,316.00","2","1,316.00"
"0029","0","0.00","0","0.00"
"0030","9","2,871.00","1","2,871.00"
"0031","1","88.00","1","88.00"
