"MODELE          ","                "
"MACHINE         ","MC#01   "
"RAPPORT         ","VENT MENSUEL"
"FICHIER         ","FILE010"
"MODE            ","Z   "
"COMPTEUR Z      ","0048"
"DATE            ","02-11-2024"
"HEURE           ","14:24"

"ENREGISTREMENT  ","QTE VENTE BRUT  ","CA BRUT         ","NBRE VENTE NET  ","CA NET          "
"0001","1","59.90","1","59.90"
"0002","3","1,084.00","2","1,084.00"
"0003","0","0.00","0","0.00"
"0004","1","54.90","1","54.90"
"0005","0","0.00","0","0.00"
"0006","0","0.00","0","0.00"
"0007","6","25,200.00","1","25,200.00"
"0008","0","0.00","0","0.00"
"0009","1","329.00","1","329.00"
"0010","8","2,896.00","1","2,896.00"
"0011","0","0.00","0","0.00"
"0012","0","0.00","0","0.00"
"0013","0","0.00","0","0.00"
"0014","0","0.00","0","0.00"
"0015","0","0.00","0","0.00"
"0016","2","98.80","1","98.80"
"0017","0","0.00","0","0.00"
"0018","12","3,840.00","1","3,840.00"
"0019","0","0.00","0","0.00"
"0020","0","0.00","0","0.00"
"0021","0","0.00","0","0.00"
"0022","2","539.00","2","539.00"
"0023","0","0.00","0","0.00"
"0024","0","0.00","0","0.00"
"0025","0","0.00","0","0.00"
"0026","0","0.00","0","0.00"
"0027","0","0.00","0","0.00"
"0028","1","329.00","1","329.00"
"0029","12","2,758.00","1","2,758.00"
"0030","0","0.00","0","0.00"
"0031","1","149.00","1","149.00"
