BOUTIQUE;EXERCICE;PERIODE_DEBUT;PERIODE_FIN;PERIODES_FICHIER;TYPE_PERIODE;MODE_RETENU;COMPTEUR_Z;DATE_CLOTURE_PRECEDENTE;HEURE_CLOTURE_PRECEDENTE;DATE_CLOTURE_Z;HEURE_CLOTURE_Z;REGLE_RATTACHEMENT;NB_TICKETS_EJ;NB_RETOURS_CLE_EJ;MONTANT_RETOURS_CLE_EJ;RETOUR_CLE_Z1;CA_TTC_Z1;CA_TTC_EJ;HT_Z1;HT_EJ;TVA_Z1;TVA_EJ;CARTES_Z2;CARTES_EJ;CHEQUES_Z2;CHEQUES_EJ;ESPECES_Z2;ESPECES_EJ;ECART_CA_TTC;ECART_HT;ECART_TVA;ECART_CARTES;ECART_CHEQUES;ECART_ESPECES;NB_FICHIERS_Z1;NB_FICHIERS_Z2;STATUT;ANALYSE;NOTE;SOURCES_Z1;SOURCES_Z2
MATURIN;2024;2024-05;2024-05;2024-05;MOIS_SIMPLE;Z;0033;2024-05-02;10:02;2024-06-01;13:45;DOSSIER_NOM_FICHIER_PUIS_INTERVALLE_ENTRE_CLOTURES;25;0;0.00;0.00;16898.00;16898.00;14081.67;14081.67;2816.33;2816.33;12950.00;12950.00;0.00;0.00;3948.00;3948.00;0.00;0.00;0.00;0.00;0.00;0.00;1;1;OK;CONCORDE_ENTRE_CLOTURES;Retours _R_F signés négativement.;Z001_01_052024_MATURIN.CSV;Z002_01_052024_MATURIN.CSV
MATURIN;2024;2024-06;2024-06;2024-06;MOIS_SIMPLE;Z;0034;2024-06-01;13:45;2024-07-01;11:10;DOSSIER_NOM_FICHIER_PUIS_INTERVALLE_ENTRE_CLOTURES;23;0;0.00;0.00;33127.60;33127.60;27606.34;27606.34;5521.26;5521.26;30116.80;30116.80;0.00;0.00;3010.80;3010.80;0.00;0.00;0.00;0.00;0.00;0.00;1;1;OK;CONCORDE_ENTRE_CLOTURES;Retours _R_F signés négativement.;Z001_01_062024_MATURIN.CSV;Z002_01_062024_MATURIN.CSV
MATURIN;2024;2024-07;2024-07;2024-07;MOIS_SIMPLE;Z;0035;2024-07-01;11:10;2024-08-01;09:51;DOSSIER_NOM_FICHIER_PUIS_INTERVALLE_ENTRE_CLOTURES;29;0;0.00;0.00;43074.00;43074.00;35895.02;35895.02;7178.98;7178.98;31799.00;31799.00;0.00;0.00;11275.00;11275.00;0.00;0.00;0.00;0.00;0.00;0.00;1;1;OK;CONCORDE_ENTRE_CLOTURES;Retours _R_F signés négativement.;Z001_01_072024_MATURIN.CSV;Z002_01_072024_MATURIN.CSV
MATURIN;2024;2024-08;2024-08;2024-08;MOIS_SIMPLE;Z;0036;2024-08-01;09:51;2024-08-30;14:07;DOSSIER_NOM_FICHIER_PUIS_INTERVALLE_ENTRE_CLOTURES;24;0;0.00;0.00;38707.50;38707.50;32256.27;32256.27;6451.23;6451.23;36110.50;36110.50;0.00;0.00;2597.00;2597.00;0.00;0.00;0.00;0.00;0.00;0.00;1;1;OK;CONCORDE_ENTRE_CLOTURES;Retours _R_F signés négativement.;Z001_30_082024_MATURIN.CSV;Z002_30_082024_MATURIN.CSV
MATURIN;2024;2024-09;2024-09;2024-09;MOIS_SIMPLE;Z;0037;2024-08-30;14:07;2024-09-30;16:55;DOSSIER_NOM_FICHIER_PUIS_INTERVALLE_ENTRE_CLOTURES;22;0;0.00;0.00;19983.90;19983.90;16653.23;16653.23;3330.67;3330.67;14956.70;14956.70;0.00;0.00;5027.20;5027.20;0.00;0.00;0.00;0.00;0.00;0.00;1;1;OK;CONCORDE_ENTRE_CLOTURES;Retours _R_F signés négativement.;Z001_30_092024_MATURIN.CSV;Z002_30_092024_MATURIN.CSV
MATURIN;2024;2024-10;2024-10;2024-10;MOIS_SIMPLE;Z;0038;2024-09-30;16:55;2024-11-02;14:14;DOSSIER_NOM_FICHIER_PUIS_INTERVALLE_ENTRE_CLOTURES;14;0;0.00;0.00;37337.60;37337.60;31114.67;31114.67;6222.93;6222.93;34703.80;34703.80;0.00;0.00;2633.80;2633.80;0.00;0.00;0.00;0.00;0.00;0.00;1;1;OK;CONCORDE_ENTRE_CLOTURES;Retours _R_F signés négativement.;Z001_02_102024_MATURIN.CSV;Z002_02_102024_MATURIN.CSV
MATURIN;2024;2024-11;2024-11;2024-11;MOIS_SIMPLE;Z;0039;2024-11-02;14:14;2024-12-02;10:55;DOSSIER_NOM_FICHIER_PUIS_INTERVALLE_ENTRE_CLOTURES;7;0;0.00;0.00;5001.90;5001.90;4168.26;4168.26;833.64;833.64;5001.90;5001.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;1;OK;CONCORDE_ENTRE_CLOTURES;Retours _R_F signés négativement.;Z001_02_112024_MATURIN.CSV;Z002_02_112024_MATURIN.CSV
MATURIN;2024;2024-12;2024-12;2024-12;MOIS_SIMPLE;Z;0040;2024-12-02;10:55;2024-12-31;17:08;DOSSIER_NOM_FICHIER_PUIS_INTERVALLE_ENTRE_CLOTURES;17;0;0.00;0.00;10927.60;10927.60;9106.33;9106.33;1821.27;1821.27;7865.60;7865.60;0.00;0.00;3062.00;3062.00;0.00;0.00;0.00;0.00;0.00;0.00;1;1;OK;CONCORDE_ENTRE_CLOTURES;Retours _R_F signés négativement.;Z001_31_122024_MATURIN.CSV;Z002_31_122024_MATURIN.CSV
MATURIN;2025;2025-01;2025-01;2025-01;MOIS_SIMPLE;Z;0041;2024-12-31;17:08;2025-02-01;15:53;DOSSIER_NOM_FICHIER_PUIS_INTERVALLE_ENTRE_CLOTURES;19;0;0.00;0.00;11680.30;11680.30;9733.59;9733.59;1946.71;1946.71;8948.80;8948.80;0.00;0.00;2731.50;2731.50;0.00;0.00;0.00;0.00;0.00;0.00;1;1;OK;CONCORDE_ENTRE_CLOTURES;Retours _R_F signés négativement.;Z001_01_012025_MATURIN.CSV;Z002_01_012025_MATURIN.CSV
MATURIN;2025;2025-02;2025-02;2025-02;MOIS_SIMPLE;Z;0042;2025-02-01;15:53;2025-03-01;13:36;DOSSIER_NOM_FICHIER_PUIS_INTERVALLE_ENTRE_CLOTURES;13;0;0.00;0.00;4578.80;4578.80;3815.68;3815.68;763.12;763.12;2048.80;2048.80;0.00;0.00;2530.00;2530.00;0.00;0.00;0.00;0.00;0.00;0.00;1;1;OK;CONCORDE_ENTRE_CLOTURES;Retours _R_F signés négativement.;Z001_01_022025_MATURIN.CSV;Z002_01_022025_MATURIN .CSV
MATURIN;2025;2025-03;2025-03;2025-03;MOIS_SIMPLE;Z;0043;2025-03-01;13:36;2025-04-01;09:43;DOSSIER_NOM_FICHIER_PUIS_INTERVALLE_ENTRE_CLOTURES;12;0;0.00;0.00;3853.70;3853.70;3211.42;3211.42;642.28;642.28;3348.70;3348.70;0.00;0.00;505.00;505.00;0.00;0.00;0.00;0.00;0.00;0.00;1;1;OK;CONCORDE_ENTRE_CLOTURES;Retours _R_F signés négativement.;Z001_01_032025_MATURIN.CSV;Z002_01_032025_MATURIN.CSV
MATURIN;2025;2025-06;2025-07;2025-06|2025-07;MULTI_MOIS;Z;0044;2025-04-01;09:43;2025-08-01;09:38;DOSSIER_NOM_FICHIER_PUIS_INTERVALLE_ENTRE_CLOTURES;55;0;0.00;0.00;27074.60;27074.60;22562.17;22562.17;4512.43;4512.43;9991.60;9991.60;40.00;40.00;17043.00;17043.00;0.00;0.00;0.00;0.00;0.00;0.00;1;1;OK;CONCORDE_ENTRE_CLOTURES;"Retours _R_F signés négativement ; période multi-mois conservée.";Z001_01_062025_072025_MATURIN.CSV;Z002_01_062025_072025_MATURIN.CSV
MATURIN;2025;2025-08;2025-08;2025-08;MOIS_SIMPLE;Z;0045;2025-08-01;09:38;2025-09-01;09:02;DOSSIER_NOM_FICHIER_PUIS_INTERVALLE_ENTRE_CLOTURES;6;0;0.00;0.00;2176.00;2176.00;1813.33;1813.33;362.67;362.67;744.00;744.00;0.00;0.00;1432.00;1432.00;0.00;0.00;0.00;0.00;0.00;0.00;1;1;OK;CONCORDE_ENTRE_CLOTURES;Retours _R_F signés négativement.;Z001_01_082025_MATURIN.CSV;Z002_01_082025_MATURIN.CSV
