"MODELE          ","                "
"MACHINE         ","MC#01   "
"RAPPORT         ","VENT MENSUEL"
"FICHIER         ","FILE010"
"MODE            ","Z   "
"COMPTEUR Z      ","0082"
"DATE            ","01-07-2023"
"HEURE           ","14:57"

"ENREGISTREMENT  ","QTE VENTE BRUT  ","CA BRUT         ","NBRE VENTE NET  ","CA NET          "
"0001","11","3,040.00","5","3,040.00"
"0002","0","0.00","0","0.00"
"0003","17","3,233.00","6","3,233.00"
"0004","0","0.00","0","0.00"
"0005","4","1,197.00","2","1,197.00"
"0006","3","987.00","2","987.00"
"0007","6","1,914.00","2","1,914.00"
"0008","0","0.00","0","0.00"
"0009","0","0.00","0","0.00"
"0010","0","0.00","0","0.00"
"0011","0","0.00","0","0.00"
"0012","0","0.00","0","0.00"
"0013","2","658.00","1","658.00"
"0014","2","658.00","1","658.00"
"0015","0","0.00","0","0.00"
"0016","0","0.00","0","0.00"
"0017","2","658.00","1","658.00"
"0018","0","0.00","0","0.00"
"0019","14","4,546.00","8","4,546.00"
"0020","5","1,365.00","3","1,365.00"
"0021","5","1,079.00","4","1,079.00"
"0022","1","79.00","1","79.00"
"0023","0","0.00","0","0.00"
"0024","0","0.00","0","0.00"
"0025","0","0.00","0","0.00"
"0026","2","658.00","1","658.00"
"0027","20","6,501.00","8","6,501.00"
"0028","0","0.00","0","0.00"
"0029","0","0.00","0","0.00"
"0030","2","118.00","2","118.00"
"0031","0","0.00","0","0.00"
