"MODELE          ","                "
"MACHINE         ","MC#01   "
"RAPPORT         ","VENT MENSUEL"
"FICHIER         ","FILE010"
"MODE            ","Z   "
"COMPTEUR Z      ","0046"
"DATE            ","31-08-2024"
"HEURE           ","16:41"

"ENREGISTREMENT  ","QTE VENTE BRUT  ","CA BRUT         ","NBRE VENTE NET  ","CA NET          "
"0001","6","1,974.00","1","1,974.00"
"0002","8","2,953.00","4","2,953.00"
"0003","3","987.00","2","987.00"
"0004","0","0.00","0","0.00"
"0005","4","1,686.00","2","1,686.00"
"0006","3","897.00","2","897.00"
"0007","2","90.00","1","90.00"
"0008","0","0.00","0","0.00"
"0009","0","0.00","0","0.00"
"0010","1","89.90","1","89.90"
"0011","0","0.00","0","0.00"
"0012","0","0.00","0","0.00"
"0013","0","0.00","0","0.00"
"0014","0","0.00","0","0.00"
"0015","0","0.00","0","0.00"
"0016","1","498.00","1","498.00"
"0017","7","2,767.70","3","2,767.70"
"0018","0","0.00","0","0.00"
"0019","2","658.00","1","658.00"
"0020","4","596.00","1","596.00"
"0021","14","2,806.00","1","2,806.00"
"0022","1","329.00","1","329.00"
"0023","1","59.90","1","59.90"
"0024","0","0.00","0","0.00"
"0025","0","0.00","0","0.00"
"0026","4","1,316.00","1","1,316.00"
"0027","0","0.00","0","0.00"
"0028","0","0.00","0","0.00"
"0029","5","21,000.00","1","21,000.00"
"0030","0","0.00","0","0.00"
"0031","0","0.00","0","0.00"
