"MODELE          ","                "
"MACHINE         ","MC#01   "
"RAPPORT         ","VENT MENSUEL"
"FICHIER         ","FILE010"
"MODE            ","Z   "
"COMPTEUR Z      ","0040"
"DATE            ","01-03-2024"
"HEURE           ","09:38"

"ENREGISTREMENT  ","QTE VENTE BRUT  ","CA BRUT         ","NBRE VENTE NET  ","CA NET          "
"0001","9","2,851.00","3","2,851.00"
"0002","1","229.00","1","229.00"
"0003","2","724.00","2","724.00"
"0004","0","0.00","0","0.00"
"0005","2","478.00","2","478.00"
"0006","9","2,861.00","4","2,861.00"
"0007","20","5,752.00","4","5,752.00"
"0008","4","253.70","2","253.70"
"0009","12","2,830.00","6","2,830.00"
"0010","0","0.00","0","0.00"
"0011","0","0.00","0","0.00"
"0012","1","329.00","1","329.00"
"0013","0","0.00","0","0.00"
"0014","1","329.00","1","329.00"
"0015","6","1,974.00","3","1,974.00"
"0016","15","4,111.80","2","4,111.80"
"0017","2","790.00","1","790.00"
"0018","0","0.00","0","0.00"
"0019","8","2,632.00","1","2,632.00"
"0020","4","1,316.00","1","1,316.00"
"0021","3","494.00","2","494.00"
"0022","2","568.00","1","568.00"
"0023","0","0.00","0","0.00"
"0024","0","0.00","0","0.00"
"0025","0","0.00","0","0.00"
"0026","0","0.00","0","0.00"
"0027","0","0.00","0","0.00"
"0028","4","1,314.00","2","1,314.00"
"0029","2","658.00","1","658.00"
"0030","0","0.00","0","0.00"
"0031","0","0.00","0","0.00"
