"MODELE          ","                "
"MACHINE         ","MC#01   "
"RAPPORT         ","VENT MENSUEL"
"FICHIER         ","FILE010"
"MODE            ","Z   "
"COMPTEUR Z      ","0103"
"DATE            ","01-03-2025"
"HEURE           ","15:45"

"ENREGISTREMENT  ","QTE VENTE BRUT  ","CA BRUT         ","NBRE VENTE NET  ","CA NET          "
"0001","0","0.00","0","0.00"
"0002","0","0.00","0","0.00"
"0003","17","5,473.00","3","5,473.00"
"0004","0","0.00","0","0.00"
"0005","0","0.00","0","0.00"
"0006","4","1,654.00","2","1,654.00"
"0007","1","250.00","1","250.00"
"0008","0","0.00","0","0.00"
"0009","0","0.00","0","0.00"
"0010","1","149.00","1","149.00"
"0011","1","559.00","1","559.00"
"0012","0","0.00","0","0.00"
"0013","2","638.00","1","638.00"
"0014","0","0.00","0","0.00"
"0015","2","658.00","1","658.00"
"0016","0","0.00","0","0.00"
"0017","1","250.00","1","250.00"
"0018","0","0.00","0","0.00"
"0019","2","1,860.00","2","1,860.00"
"0020","2","658.00","1","658.00"
"0021","3","908.00","2","908.00"
"0022","0","0.00","0","0.00"
"0023","0","0.00","0","0.00"
"0024","2","119.80","1","119.80"
"0025","11","3,826.00","5","3,826.00"
"0026","0","0.00","0","0.00"
"0027","0","0.00","0","0.00"
"0028","2","827.00","1","827.00"
"0029","0","0.00","0","0.00"
"0030","0","0.00","0","0.00"
"0031","0","0.00","0","0.00"
