"MODELE          ","                "
"MACHINE         ","MC#01   "
"RAPPORT         ","VENT MENSUEL"
"FICHIER         ","FILE010"
"MODE            ","Z   "
"COMPTEUR Z      ","0052"
"DATE            ","01-02-2025"
"HEURE           ","15:53"

"ENREGISTREMENT  ","QTE VENTE BRUT  ","CA BRUT         ","NBRE VENTE NET  ","CA NET          "
"0001","1","329.00","1","329.00"
"0002","0","0.00","0","0.00"
"0003","0","0.00","0","0.00"
"0004","2","658.00","1","658.00"
"0005","0","0.00","0","0.00"
"0006","3","5,130.00","1","5,130.00"
"0007","2","658.00","1","658.00"
"0008","0","0.00","0","0.00"
"0009","0","0.00","0","0.00"
"0010","1","474.00","1","474.00"
"0011","0","0.00","0","0.00"
"0012","0","0.00","0","0.00"
"0013","0","0.00","0","0.00"
"0014","0","0.00","0","0.00"
"0015","3","408.80","1","408.80"
"0016","0","0.00","0","0.00"
"0017","0","0.00","0","0.00"
"0018","0","0.00","0","0.00"
"0019","0","0.00","0","0.00"
"0020","0","0.00","0","0.00"
"0021","3","746.00","3","746.00"
"0022","1","59.90","1","59.90"
"0023","2","658.00","1","658.00"
"0024","1","59.90","1","59.90"
"0025","5","1,163.00","3","1,163.00"
"0026","0","0.00","0","0.00"
"0027","3","587.00","1","587.00"
"0028","3","688.80","2","688.80"
"0029","1","59.90","1","59.90"
"0030","0","0.00","0","0.00"
"0031","0","0.00","0","0.00"
