"MODELE          ","                "
"MACHINE         ","MC#01   "
"RAPPORT         ","VENT MENSUEL"
"FICHIER         ","FILE010"
"MODE            ","Z   "
"COMPTEUR Z      ","0102"
"DATE            ","03-02-2025"
"HEURE           ","12:19"

"ENREGISTREMENT  ","QTE VENTE BRUT  ","CA BRUT         ","NBRE VENTE NET  ","CA NET          "
"0001","0","0.00","0","0.00"
"0002","0","0.00","0","0.00"
"0003","2","658.00","2","658.00"
"0004","0","0.00","0","0.00"
"0005","0","0.00","0","0.00"
"0006","3","987.00","1","987.00"
"0007","0","0.00","0","0.00"
"0008","1","179.90","1","179.90"
"0009","0","0.00","0","0.00"
"0010","2","319.00","2","319.00"
"0011","0","0.00","0","0.00"
"0012","0","0.00","0","0.00"
"0013","4","727.90","3","727.90"
"0014","2","658.00","1","658.00"
"0015","3","887.00","2","887.00"
"0016","3","908.00","3","908.00"
"0017","1","250.00","1","250.00"
"0018","1","39.90","1","39.90"
"0019","0","0.00","0","0.00"
"0020","0","0.00","0","0.00"
"0021","1","329.00","1","329.00"
"0022","0","0.00","0","0.00"
"0023","0","0.00","0","0.00"
"0024","0","0.00","0","0.00"
"0025","0","0.00","0","0.00"
"0026","0","0.00","0","0.00"
"0027","1","39.90","1","39.90"
"0028","4","1,216.00","3","1,216.00"
"0029","6","658.60","4","658.60"
"0030","0","0.00","0","0.00"
"0031","5","1,566.00","3","1,566.00"
