nomfichier|E_MODELE|E_MACHINE|E_RAPPORT|E_FICHIER|E_MODE|E_COMPTEUR_Z|E_DATE|E_HEURE|D_ENREGISTREMENT|D_DESIGNATION|D_QUANTITE|D_MONTANT
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0001|ESPECES|6|2731.50
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0002|SOUS-TOTAL|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0003|CARTES|13|8948.80
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0004|CHEQUES|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0005|AIDE|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0006|TAX PGM|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0007|SORTIECAISSE|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0008|REC&ACCOMPTE|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0009|SIGN-OFF|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0010|NUM CAISSIER|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0011|SHIFT/No|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0012|DWN|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0013|REMISE %-|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0014|REMISE -|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0015|PLU|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0016|PRIX|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0017|TICKETON/OFF|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0018|CORRECTION|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0019|RETOUR|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0020|OUVERTURE|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0021|RAPPELTICKET|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0022|00|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0023|.|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0024|IMPRIME TVA|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0025|TIROIR|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0026|COUPON|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0027|UP|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0028|CHANGE|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0029|X|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0030|REFERENCE|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0031|REF./TIROIR|11|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0032|ANNULATION|0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0033||0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0034||0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0035||0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0036||0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0037||0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0038||0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0039||0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0040||0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0041||0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0042||0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0043||0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0044||0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0045||0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0046||0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0047||0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0048||0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0049||0|0.00
Z002_01_012025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0041|2025-02-01|15:53|0050||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0001|ESPECES|7|2530.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0002|SOUS-TOTAL|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0003|CARTES|6|2048.80
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0004|CHEQUES|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0005|AIDE|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0006|TAX PGM|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0007|SORTIECAISSE|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0008|REC&ACCOMPTE|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0009|SIGN-OFF|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0010|NUM CAISSIER|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0011|SHIFT/No|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0012|DWN|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0013|REMISE %-|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0014|REMISE -|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0015|PLU|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0016|PRIX|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0017|TICKETON/OFF|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0018|CORRECTION|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0019|RETOUR|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0020|OUVERTURE|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0021|RAPPELTICKET|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0022|00|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0023|.|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0024|IMPRIME TVA|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0025|TIROIR|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0026|COUPON|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0027|UP|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0028|CHANGE|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0029|X|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0030|REFERENCE|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0031|REF./TIROIR|12|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0032|ANNULATION|0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0033||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0034||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0035||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0036||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0037||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0038||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0039||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0040||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0041||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0042||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0043||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0044||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0045||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0046||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0047||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0048||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0049||0|0.00
Z002_01_022025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0042|2025-03-01|13:36|0050||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0001|ESPECES|2|505.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0002|SOUS-TOTAL|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0003|CARTES|10|3348.70
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0004|CHEQUES|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0005|AIDE|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0006|TAX PGM|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0007|SORTIECAISSE|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0008|REC&ACCOMPTE|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0009|SIGN-OFF|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0010|NUM CAISSIER|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0011|SHIFT/No|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0012|DWN|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0013|REMISE %-|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0014|REMISE -|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0015|PLU|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0016|PRIX|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0017|TICKETON/OFF|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0018|CORRECTION|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0019|RETOUR|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0020|OUVERTURE|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0021|RAPPELTICKET|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0022|00|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0023|.|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0024|IMPRIME TVA|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0025|TIROIR|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0026|COUPON|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0027|UP|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0028|CHANGE|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0029|X|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0030|REFERENCE|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0031|REF./TIROIR|7|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0032|ANNULATION|0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0033||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0034||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0035||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0036||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0037||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0038||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0039||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0040||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0041||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0042||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0043||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0044||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0045||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0046||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0047||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0048||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0049||0|0.00
Z002_01_032025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0043|2025-04-01|09:43|0050||0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0001|ESPECES|28|17043.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0002|SOUS-TOTAL|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0003|CARTES|28|9991.60
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0004|CHEQUES|1|40.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0005|AIDE|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0006|TAX PGM|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0007|SORTIECAISSE|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0008|REC&ACCOMPTE|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0009|SIGN-OFF|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0010|NUM CAISSIER|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0011|SHIFT/No|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0012|DWN|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0013|REMISE %-|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0014|REMISE -|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0015|PLU|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0016|PRIX|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0017|TICKETON/OFF|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0018|CORRECTION|1|329.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0019|RETOUR|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0020|OUVERTURE|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0021|RAPPELTICKET|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0022|00|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0023|.|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0024|IMPRIME TVA|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0025|TIROIR|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0026|COUPON|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0027|UP|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0028|CHANGE|0|0.00
Z002_01_062025_072025_MATURIN.CSV||MC#01|TRANSACTION|FILE002|Z|0044|2025-08-01|09:38|0029|X|0|0.00
