nomfichier|E_NUM_INTERNE|E_NUM_TICKET|E_DATE_TICKET|E_HEURE_TICKET|E_HT1|E_HT2|E_HT3|E_HT4|E_TVA1|E_TVA2|E_TVA3|E_TVA4|E_HT_NON_TAXABLE|E_TTC|E_MDP_CB|E_MDP_ESPECES|E_MDP_CHEQUES
EJ310123.TXT|004557|003602|2023-01-16|18:23|299.17||||59.83|||||359.00||359.00|
EJ310123.TXT|004558|003603|2023-01-16|18:25|299.17||||59.83|||||359.00|359.00||
EJ310123.TXT|004559|003604|2023-01-17|12:25|581.67||||116.33|||||698.00||698.00|
EJ310123.TXT|004560|003605|2023-01-17|12:25|581.67||||116.33|||||698.00||698.00|
EJ310123.TXT|004561|003606|2023-01-17|12:25|581.67||||116.33|||||698.00||698.00|
EJ310123.TXT|004562|003607|2023-01-17|15:31|37.50||||7.50|||||45.00||45.00|
EJ310123.TXT|004563|003608|2023-01-18|11:13|166.67||||33.33|||||200.00||200.00|
EJ310123.TXT|004564|003609|2023-01-18|12:09|581.67||||116.33|||||698.00||698.00|
EJ310123.TXT|004565|003610|2023-01-18|12:10|299.17||||59.83|||||359.00||359.00|
EJ310123.TXT|004566|003611|2023-01-18|15:26|598.33||||119.67|||||718.00||718.00|
EJ310123.TXT|004567|003612|2023-01-18|15:26|598.33||||119.67|||||718.00||718.00|
EJ310123.TXT|004568|003613|2023-01-18|15:27|290.83||||58.17|||||349.00||349.00|
EJ310123.TXT|004569|003614|2023-01-18|17:26|115.83||||23.17|||||139.00|139.00||
EJ310123.TXT|004570|003615|2023-01-18|18:12|598.33||||119.67|||||718.00||718.00|
EJ310123.TXT|004571|003616|2023-01-18|18:16|598.33||||119.67|||||718.00|718.00||
EJ310123.TXT|004572|003617|2023-01-18|18:18|175.00||||35.00|||||210.00||210.00|
EJ310123.TXT|004573|003618|2023-01-18|18:22|75.00||||15.00|||||90.00||90.00|
EJ310123.TXT|004574|003619|2023-01-19|15:50|299.17||||59.83|||||359.00||359.00|
EJ310123.TXT|004575|003620|2023-01-19|16:56|299.17||||59.83|||||359.00|359.00||
EJ310123.TXT|004576|003621|2023-01-19|18:15|582.50||||116.50|||||699.00||699.00|
EJ310123.TXT|004577|003622|2023-01-19|18:15|582.50||||116.50|||||699.00||699.00|
EJ310123.TXT|004578|003623|2023-01-20|11:51|249.17||||49.83|||||299.00||299.00|
EJ310123.TXT|004579|003624|2023-01-20|12:17|37.50||||7.50|||||45.00|45.00||
EJ310123.TXT|004580|003625|2023-01-20|12:32|725.00||||145.00|||||870.00||870.00|
EJ310123.TXT|004581|003626|2023-01-20|13:04|249.17||||49.83|||||299.00|299.00||
EJ310123.TXT|004582|003627|2023-01-20|14:32|166.67||||33.33|||||200.00||200.00|
EJ310123.TXT|004583|003628|2023-01-20|14:50|319.17||||63.83|||||383.00|383.00||
EJ310123.TXT|004584|003629|2023-01-20|15:10|175.00||||35.00|||||210.00|210.00||
EJ310123.TXT|004585|003630|2023-01-20|15:46|249.17||||49.83|||||299.00|299.00||
EJ310123.TXT|004586|003631|2023-01-20|18:22|483.33||||96.67|||||580.00||580.00|
EJ310123.TXT|004587|003632|2023-01-21|15:25|2100.00||||420.00|||||2520.00|2520.00||
EJ310123.TXT|004588|003633|2023-01-21|15:37|494.17||||98.83|||||593.00||593.00|
EJ310123.TXT|004589|003634|2023-01-21|15:40|747.50||||149.50|||||897.00||897.00|
EJ310123.TXT|004590|003635|2023-01-21|15:44|747.50||||149.50|||||897.00||897.00|
EJ310123.TXT|004591|003636|2023-01-21|15:46|498.33||||99.67|||||598.00||598.00|
EJ310123.TXT|004592|003637|2023-01-21|15:47|725.00||||145.00|||||870.00||870.00|
EJ310123.TXT|004593|003638|2023-01-21|15:48|702.50||||140.50|||||843.00||843.00|
EJ310123.TXT|004594|003639|2023-01-21|15:49|226.67||||45.33|||||272.00||272.00|
EJ310123.TXT|004595|003640|2023-01-21|16:04|582.50||||116.50|||||699.00||699.00|
EJ310123.TXT|004596|003641|2023-01-21|16:52|175.00||||35.00|||||210.00|210.00||
EJ310123.TXT|004597|003642|2023-01-21|18:18|249.17||||49.83|||||299.00||299.00|
EJ310123.TXT|004598|003643|2023-01-21|18:40|1245.83||||249.17|||||1495.00|1495.00||
EJ310123.TXT|004599|003644|2023-01-23|14:44|747.50||||149.50|||||897.00||897.00|
EJ310123.TXT|004600|003645|2023-01-23|14:45|747.50||||149.50|||||897.00||897.00|
EJ310123.TXT|004601|003646|2023-01-23|15:36|156.67||||31.33|||||188.00||188.00|
EJ310123.TXT|004602|003647|2023-01-23|15:36|725.00||||145.00|||||870.00||870.00|
EJ310123.TXT|004603|003648|2023-01-23|15:36|241.67||||48.33|||||290.00||290.00|
EJ310123.TXT|004604|003649|2023-01-23|15:36|483.33||||96.67|||||580.00||580.00|
EJ310123.TXT|004605|003650|2023-01-23|17:28|115.83||||23.17|||||139.00||139.00|
EJ310123.TXT|004606|003651|2023-01-23|17:50|249.17||||49.83|||||299.00||299.00|
EJ310123.TXT|004607|003652|2023-01-24|12:25|747.50||||149.50|||||897.00||897.00|
EJ310123.TXT|004608|003653|2023-01-24|12:27|747.50||||149.50|||||897.00||897.00|
EJ310123.TXT|004609|003654|2023-01-24|12:27|747.50||||149.50|||||897.00||897.00|
EJ310123.TXT|004610|003655|2023-01-24|12:27|747.50||||149.50|||||897.00||897.00|
EJ310123.TXT|004611|003656|2023-01-24|15:08|747.50||||149.50|||||897.00||897.00|
EJ310123.TXT|004612|003657|2023-01-24|15:08|747.50||||149.50|||||897.00||897.00|
EJ310123.TXT|004613|003658|2023-01-24|15:17|75.00||||15.00|||||90.00||90.00|
EJ310123.TXT|004614|003659|2023-01-24|15:52|498.33||||99.67|||||598.00||598.00|
EJ310123.TXT|004615|003660|2023-01-24|15:57|498.33||||99.67|||||598.00|598.00||
EJ310123.TXT|004616|003661|2023-01-24|18:33|208.33||||41.67|||||250.00||250.00|
EJ310123.TXT|004617|003662|2023-01-26|12:16|725.00||||145.00|||||870.00||870.00|
EJ310123.TXT|004618|003663|2023-01-26|12:16|241.67||||48.33|||||290.00||290.00|
EJ310123.TXT|004619|003664|2023-01-26|12:16|483.33||||96.67|||||580.00||580.00|
EJ310123.TXT|004620|003665|2023-01-26|12:23|498.33||||99.67|||||598.00||598.00|
EJ310123.TXT|004621|003666|2023-01-26|12:28|498.33||||99.67|||||598.00||598.00|
EJ310123.TXT|004622|003667|2023-01-26|14:55|963.33||||192.67|||||1156.00|1156.00||
EJ310123.TXT|004623|003668|2023-01-27|11:14|747.50||||149.50|||||897.00||897.00|
EJ310123.TXT|004624|003669|2023-01-27|16:22|249.17||||49.83|||||299.00||299.00|
EJ310123.TXT|004625|003670|2023-01-27|16:58|498.33||||99.67|||||598.00|598.00||
EJ310123.TXT|004626|003671|2023-01-27|17:40|331.67||||66.33|||||398.00|398.00||
EJ310123.TXT|004627|003672|2023-01-27|18:11|350.00||||70.00|||||420.00||420.00|
EJ310123.TXT|004628|003673|2023-01-27|18:36|144.17||||28.83|||||173.00||173.00|
EJ310123.TXT|004629|003674|2023-01-28|15:44|24.83||||4.97|||||29.80||29.80|
EJ310123.TXT|004630|003675|2023-01-28|16:02|73.33||||14.67|||||88.00||88.00|
EJ310123.TXT|004631|003676|2023-01-28|16:13|996.67||||199.33|||||1196.00|1196.00||
EJ310123.TXT|004632|003677|2023-01-28|16:51|249.17||||49.83|||||299.00||299.00|
EJ310123.TXT|004633|003678|2023-01-28|18:41|625.00||||125.00|||||750.00||750.00|
EJ310123.TXT|004634|003679|2023-01-28|18:42|625.00||||125.00|||||750.00||750.00|
EJ310123.TXT|004635|003680|2023-01-28|18:53|75.00||||15.00|||||90.00||90.00|
EJ310123.TXT|004636|003681|2023-01-30|18:18|354.17||||70.83|||||425.00||425.00|
EJ310123.TXT|004637|003682|2023-01-31|15:46|483.33||||96.67|||||580.00||580.00|
EJ030323.TXT|004645|003683|2023-02-01|13:11|144.17||||28.83|||||173.00||173.00|
EJ030323.TXT|004646|003684|2023-02-01|16:34|124.17||||24.83|||||149.00|149.00||
EJ030323.TXT|004647|003685|2023-02-01|16:39|725.00||||145.00|||||870.00||870.00|
EJ030323.TXT|004648|003686|2023-02-01|16:40|725.00||||145.00|||||870.00||870.00|
EJ030323.TXT|004649|003687|2023-02-01|16:41|166.67||||33.33|||||200.00||200.00|
EJ030323.TXT|004650|003688|2023-02-02|17:13|166.67||||33.33|||||200.00||200.00|
EJ030323.TXT|004651|003689|2023-02-02|17:30|166.67||||33.33|||||200.00||200.00|
EJ030323.TXT|004652|003690|2023-02-03|10:40|822.50||||164.50|||||987.00||987.00|
EJ030323.TXT|004653|003691|2023-02-03|11:55|166.67||||33.33|||||200.00||200.00|
EJ030323.TXT|004654|003692|2023-02-03|11:57|208.33||||41.67|||||250.00||250.00|
EJ030323.TXT|004655|003693|2023-02-03|14:51|799.17||||159.83|||||959.00||959.00|
EJ030323.TXT|004656|003694|2023-02-03|14:51|799.17||||159.83|||||959.00||959.00|
EJ030323.TXT|004657|003695|2023-02-03|14:51|733.33||||146.67|||||880.00||880.00|
EJ030323.TXT|004658|003696|2023-02-03|14:51|733.33||||146.67|||||880.00||880.00|
EJ030323.TXT|004659|003697|2023-02-03|14:51|650.00||||130.00|||||780.00||780.00|
EJ030323.TXT|004660|003698|2023-02-03|14:52|650.00||||130.00|||||780.00||780.00|
EJ030323.TXT|004661|003699|2023-02-03|16:40|190.83||||38.17|||||229.00||229.00|
EJ030323.TXT|004662|003700|2023-02-06|15:19|822.50||||164.50|||||987.00|987.00||
EJ030323.TXT|004663|003701|2023-02-06|15:46|381.67||||76.33|||||458.00||458.00|
EJ030323.TXT|004664|003702|2023-02-07|16:13|582.50||||116.50|||||699.00||699.00|
EJ030323.TXT|004665|003703|2023-02-07|16:13|582.50||||116.50|||||699.00||699.00|
EJ030323.TXT|004666|003704|2023-02-07|16:20|531.67||||106.33|||||638.00||638.00|
EJ030323.TXT|004667|003705|2023-02-07|16:29|282.50||||56.50|||||339.00||339.00|
EJ030323.TXT|004668|003706|2023-02-08|12:42|1063.33||||212.67|||||1276.00|1276.00||
EJ030323.TXT|004669|003707|2023-02-08|13:04|37.50||||7.50|||||45.00||45.00|
EJ030323.TXT|004670|003708|2023-02-08|16:37|1096.67||||219.33|||||1316.00|1316.00||
EJ030323.TXT|004671|003709|2023-02-09|11:15|548.33||||109.67|||||658.00||658.00|
EJ030323.TXT|004672|003710|2023-02-09|11:16|307.50||||61.50|||||369.00||369.00|
EJ030323.TXT|004673|003711|2023-02-09|16:22|531.67||||106.33|||||638.00||638.00|
EJ030323.TXT|004674|003712|2023-02-09|18:21|6380.00||||1276.00|||||7656.00|7656.00||
EJ030323.TXT|004675|003713|2023-02-11|16:19|75.00||||15.00|||||90.00||90.00|
EJ030323.TXT|004676|003714|2023-02-11|16:20|315.00||||63.00|||||378.00||378.00|
EJ030323.TXT|004677|003715|2023-02-13|14:39|295.00||||59.00|||||354.00||354.00|
EJ030323.TXT|004678|003716|2023-02-13|14:42|65.83||||13.17|||||79.00||79.00|
EJ030323.TXT|004679|003717|2023-02-14|12:11|274.17||||54.83|||||329.00||329.00|
EJ030323.TXT|004680|003718|2023-02-14|18:26|124.17||||24.83|||||149.00|149.00||
EJ030323.TXT|004681|003719|2023-02-17|16:29|548.33||||109.67|||||658.00||658.00|
EJ030323.TXT|004682|003720|2023-02-18|17:03|548.33||||109.67|||||658.00||658.00|
EJ030323.TXT|004683|003721|2023-02-20|10:49|457.50||||91.50|||||549.00||549.00|
EJ030323.TXT|004684|003722|2023-02-20|15:47|806.67||||161.33|||||968.00||968.00|
EJ030323.TXT|004685|003723|2023-02-20|15:51|381.67||||76.33|||||458.00||458.00|
EJ030323.TXT|004686|003724|2023-02-23|17:50|572.50||||114.50|||||687.00||687.00|
EJ030323.TXT|004687|003725|2023-02-23|18:32|381.67||||76.33|||||458.00||458.00|
EJ030323.TXT|004688|003726|2023-02-24|13:26|208.33||||41.67|||||250.00||250.00|
EJ030323.TXT|004689|003727|2023-02-24|15:56|2330.00||||466.00|||||2796.00|2796.00||
EJ030323.TXT|004690|003728|2023-02-24|16:46|822.50||||164.50|||||987.00||987.00|
EJ030323.TXT|004691|003729|2023-02-24|16:47|822.50||||164.50|||||987.00||987.00|
EJ030323.TXT|004692|003730|2023-02-24|16:47|797.50||||159.50|||||957.00||957.00|
EJ030323.TXT|004693|003731|2023-02-25|14:55|208.33||||41.67|||||250.00||250.00|
EJ030323.TXT|004694|003732|2023-02-25|17:06|797.50||||159.50|||||957.00||957.00|
EJ030323.TXT|004695|003733|2023-02-25|17:06|265.83||||53.17|||||319.00||319.00|
EJ030323.TXT|004696|003734|2023-02-25|17:06|531.67||||106.33|||||638.00||638.00|
EJ030323.TXT|004697|003735|2023-02-25|17:07|797.50||||159.50|||||957.00||957.00|
EJ030323.TXT|004698|003736|2023-02-25|17:07|531.67||||106.33|||||638.00||638.00|
EJ030323.TXT|004699|003737|2023-02-25|17:08|265.83||||53.17|||||319.00||319.00|
EJ030323.TXT|004700|003738|2023-02-27|11:07|73.33||||14.67|||||88.00|88.00||
EJ030323.TXT|004701|003739|2023-02-27|15:37|548.33||||109.67|||||658.00|658.00||
EJ030323.TXT|004702|003740|2023-02-28|14:53|307.50||||61.50|||||369.00||369.00|
EJ030323.TXT|004703|003741|2023-02-28|14:56|307.50||||61.50|||||369.00||369.00|
EJ030323.TXT|004704|003742|2023-03-01|11:35|65.83||||13.17|||||79.00|79.00||
EJ030323.TXT|004705|003743|2023-03-02|11:43|1490.00||||298.00|||||1788.00|1788.00||
EJ030323.TXT|004706|003744|2023-03-02|11:45|395.00||||79.00|||||474.00||474.00|
EJ030323.TXT|004707|003745|2023-03-02|11:47|274.17||||54.83|||||329.00||329.00|
EJ030323.TXT|004708|003746|2023-03-02|12:22|73.33||||14.67|||||88.00|88.00||
EJ030323.TXT|004709|003747|2023-03-02|13:02|1117.50||||223.50|||||1341.00|1341.00||
EJ030323.TXT|004710|003748|2023-03-02|13:08|1070.83||||214.17|||||1285.00|1285.00||
EJ030323.TXT|004711|003749|2023-03-02|13:12|1096.67||||219.33|||||1316.00|1316.00||
EJ030323.TXT|004712|003750|2023-03-02|13:13|1370.83||||274.17|||||1645.00|1645.00||
EJ030323.TXT|004713|003751|2023-03-02|15:23|196.67||||39.33|||||236.00||236.00|
EJ030323.TXT|004714|003752|2023-03-02|18:43|73.33||||14.67|||||88.00|88.00||
EJ030323.TXT|004715|003753|2023-03-03|12:41|582.50||||116.50|||||699.00||699.00|
EJ030323.TXT|004716|003754|2023-03-03|12:41|582.50||||116.50|||||699.00||699.00|
EJ010423.TXT|004723|003755|2023-03-06|11:08|98.33||||19.67|||||118.00||118.00|
EJ010423.TXT|004724|003756|2023-03-06|18:30|822.50||||164.50|||||987.00|||987.00
EJ010423.TXT|004725|003757|2023-03-07|12:32|548.33||||109.67|||||658.00||658.00|
EJ010423.TXT|004726|003758|2023-03-07|14:59|822.50||||164.50|||||987.00||987.00|
EJ010423.TXT|004727|003759|2023-03-07|14:59|822.50||||164.50|||||987.00||987.00|
EJ010423.TXT|004728|003760|2023-03-08|11:12|208.33||||41.67|||||250.00||250.00|
EJ010423.TXT|004729|003761|2023-03-08|12:20|763.33||||152.67|||||916.00||916.00|
EJ010423.TXT|004730|003762|2023-03-13|14:55|307.50||||61.50|||||369.00||369.00|
EJ010423.TXT|004731|003763|2023-03-14|15:07|797.50||||159.50|||||957.00||957.00|
EJ010423.TXT|004732|003764|2023-03-14|16:56|797.50||||159.50|||||957.00||957.00|
EJ010423.TXT|004733|003765|2023-03-14|18:58|797.50||||159.50|||||957.00||957.00|
EJ010423.TXT|004734|003766|2023-03-14|18:59|797.50||||159.50|||||957.00||957.00|
EJ010423.TXT|004735|003767|2023-03-15|17:19|797.50||||159.50|||||957.00||957.00|
EJ010423.TXT|004736|003768|2023-03-15|17:20|797.50||||159.50|||||957.00||957.00|
EJ010423.TXT|004737|003769|2023-03-15|18:30|548.33||||109.67|||||658.00||658.00|
EJ010423.TXT|004738|003770|2023-03-16|12:02|531.67||||106.33|||||638.00||638.00|
EJ010423.TXT|004739|003771|2023-03-16|18:12|274.17||||54.83|||||329.00|329.00||
EJ010423.TXT|004740|003772|2023-03-17|11:42|190.83||||38.17|||||229.00||229.00|
EJ010423.TXT|004741|003773|2023-03-18|15:04|822.50||||164.50|||||987.00||987.00|
EJ010423.TXT|004742|003774|2023-03-18|15:04|672.50||||134.50|||||807.00||807.00|
EJ010423.TXT|004743|003775|2023-03-18|15:05|747.50||||149.50|||||897.00||897.00|
EJ010423.TXT|004744|003776|2023-03-18|15:06|473.33||||94.67|||||568.00||568.00|
EJ010423.TXT|004745|003777|2023-03-18|15:07|274.17||||54.83|||||329.00||329.00|
EJ010423.TXT|004746|003778|2023-03-18|15:12|349.17||||69.83|||||419.00||419.00|
EJ010423.TXT|004747|003779|2023-03-18|15:15|208.33||||41.67|||||250.00||250.00|
EJ010423.TXT|004748|003780|2023-03-18|17:15|548.33||||109.67|||||658.00|658.00||
EJ010423.TXT|004749|003781|2023-03-18|18:23|73.33||||14.67|||||88.00|88.00||
EJ010423.TXT|004750|003782|2023-03-20|15:26|666.67||||133.33|||||800.00||800.00|
EJ010423.TXT|004751|003783|2023-03-20|15:33|166.67||||33.33|||||200.00||200.00|
EJ010423.TXT|004752|003784|2023-03-20|15:34|233.33||||46.67|||||280.00||280.00|
EJ010423.TXT|004753|003785|2023-03-21|16:56|381.67||||76.33|||||458.00||458.00|
EJ010423.TXT|004754|003786|2023-03-21|17:32|822.50||||164.50|||||987.00||987.00|
EJ010423.TXT|004755|003787|2023-03-22|12:24|208.33||||41.67|||||250.00||250.00|
EJ010423.TXT|004756|003788|2023-03-24|10:49|548.33||||109.67|||||658.00|658.00||
EJ010423.TXT|004757|003789|2023-03-24|18:19|208.33||||41.67|||||250.00||250.00|
EJ010423.TXT|004758|003790|2023-03-25|17:45|621.67||||124.33|||||746.00|746.00||
EJ010423.TXT|004759|003791|2023-03-27|10:05|531.67||||106.33|||||638.00|638.00||
EJ010423.TXT|004760|003792|2023-03-27|14:37|548.33||||109.67|||||658.00|658.00||
EJ010423.TXT|004761|003793|2023-03-27|14:57|274.17||||54.83|||||329.00||329.00|
EJ010423.TXT|004762|003794|2023-03-28|09:09|822.50||||164.50|||||987.00||987.00|
EJ010423.TXT|004763|003795|2023-03-28|12:12|797.50||||159.50|||||957.00||957.00|
EJ010423.TXT|004764|003796|2023-03-28|12:13|797.50||||159.50|||||957.00||957.00|
EJ010423.TXT|004765|003797|2023-03-29|10:57|175.00||||35.00|||||210.00|210.00||
EJ010423.TXT|004766|003798|2023-03-29|13:58|274.17||||54.83|||||329.00|329.00||
EJ010423.TXT|004767|003799|2023-03-29|14:16|822.50||||164.50|||||987.00||987.00|
EJ010423.TXT|004768|003800|2023-03-29|14:23|797.50||||159.50|||||957.00||957.00|
EJ010423.TXT|004769|003801|2023-03-29|14:29|797.50||||159.50|||||957.00||957.00|
EJ010423.TXT|004770|003802|2023-03-30|11:08|797.50||||159.50|||||957.00||957.00|
EJ010423.TXT|004771|003803|2023-03-31|09:47|797.50||||159.50|||||957.00||957.00|
EJ010423.TXT|004772|003804|2023-03-31|14:26|797.50||||159.50|||||957.00||957.00|
EJ010423.TXT|004773|003805|2023-03-31|14:33|131.67||||26.33|||||158.00||158.00|
EJ010423.TXT|004774|003806|2023-03-31|16:28|83.33||||16.67|||||100.00|100.00||
EJ010423.TXT|004775|003807|2023-03-31|16:28|15.00||||3.00|||||18.00||18.00|
EJ020523.TXT|004783|003808|2023-04-01|14:46|190.83||||38.17|||||229.00|229.00||
EJ020523.TXT|004784|003809|2023-04-03|14:30|797.50||||159.50|||||957.00||957.00|
EJ020523.TXT|004785|003810|2023-04-03|14:30|797.50||||159.50|||||957.00||957.00|
EJ020523.TXT|004786|003811|2023-04-03|17:35|531.67||||106.33|||||638.00||638.00|
EJ020523.TXT|004787|003812|2023-04-03|17:36|265.83||||53.17|||||319.00||319.00|
EJ020523.TXT|004788|003813|2023-04-03|17:36|531.67||||106.33|||||638.00||638.00|
EJ020523.TXT|004789|003814|2023-04-03|17:36|797.50||||159.50|||||957.00||957.00|
EJ020523.TXT|004790|003815|2023-04-03|17:37|265.83||||53.17|||||319.00||319.00|
EJ020523.TXT|004791|003816|2023-04-03|17:37|531.67||||106.33|||||638.00||638.00|
EJ020523.TXT|004792|003817|2023-04-03|17:37|531.67||||106.33|||||638.00||638.00|
EJ020523.TXT|004793|003818|2023-04-03|17:38|797.50||||159.50|||||957.00||957.00|
EJ020523.TXT|004794|003819|2023-04-03|17:38|265.83||||53.17|||||319.00||319.00|
EJ020523.TXT|004795|003820|2023-04-03|17:39|265.83||||53.17|||||319.00||319.00|
EJ020523.TXT|004796|003821|2023-04-04|09:08|797.50||||159.50|||||957.00||957.00|
EJ020523.TXT|004797|003822|2023-04-04|09:08|797.50||||159.50|||||957.00||957.00|
EJ020523.TXT|004798|003823|2023-04-04|09:13|307.50||||61.50|||||369.00||369.00|
EJ020523.TXT|004799|003824|2023-04-04|10:50|822.50||||164.50|||||987.00||987.00|
EJ020523.TXT|004800|003825|2023-04-04|16:48|49.17||||9.83|||||59.00||59.00|
EJ020523.TXT|004801|003826|2023-04-04|17:05|240.00||||48.00|||||288.00||288.00|
EJ020523.TXT|004802|003827|2023-04-05|11:14|531.67||||106.33|||||638.00||638.00|
EJ020523.TXT|004803|003828|2023-04-05|11:15|175.00||||35.00|||||210.00||210.00|
EJ020523.TXT|004804|003829|2023-04-05|13:55|797.50||||159.50|||||957.00||957.00|
EJ020523.TXT|004805|003830|2023-04-05|13:55|797.50||||159.50|||||957.00||957.00|
EJ020523.TXT|004806|003831|2023-04-06|10:13|797.50||||159.50|||||957.00||957.00|
EJ020523.TXT|004807|003832|2023-04-06|10:14|797.50||||159.50|||||957.00||957.00|
EJ020523.TXT|004808|003833|2023-04-06|12:09|208.33||||41.67|||||250.00||250.00|
EJ020523.TXT|004809|003834|2023-04-06|14:09|208.33||||41.67|||||250.00||250.00|
EJ020523.TXT|004810|003835|2023-04-07|09:40|797.50||||159.50|||||957.00||957.00|
EJ020523.TXT|004811|003836|2023-04-07|13:34|98.33||||19.67|||||118.00|118.00||
EJ020523.TXT|004812|003837|2023-04-07|16:11|799.17||||159.83|||||959.00||959.00|
EJ020523.TXT|004813|003838|2023-04-07|16:17|208.33||||41.67|||||250.00||250.00|
EJ020523.TXT|004814|003839|2023-04-08|16:00|98.33||||19.67|||||118.00|118.00||
EJ020523.TXT|004815|003840|2023-04-11|09:52|797.50||||159.50|||||957.00||957.00|
EJ020523.TXT|004816|003841|2023-04-12|10:11|797.50||||159.50|||||957.00||957.00|
EJ020523.TXT|004817|003842|2023-04-12|11:28|263.33||||52.67|||||316.00|316.00||
EJ020523.TXT|004818|003843|2023-04-12|11:32|398.33||||79.67|||||478.00|478.00||
EJ020523.TXT|004819|003844|2023-04-12|16:03|250.00||||50.00|||||300.00||300.00|
EJ020523.TXT|004820|003845|2023-04-12|16:03|298.33||||59.67|||||358.00|358.00||
EJ020523.TXT|004821|003846|2023-04-13|09:52|797.50||||159.50|||||957.00||957.00|
EJ020523.TXT|004822|003847|2023-04-13|11:02|797.50||||159.50|||||957.00||957.00|
EJ020523.TXT|004823|003848|2023-04-15|15:38|582.50||||116.50|||||699.00|699.00||
EJ020523.TXT|004824|003849|2023-04-15|16:43|49.17||||9.83|||||59.00|59.00||
EJ020523.TXT|004825|003850|2023-04-17|17:37|582.50||||116.50|||||699.00||699.00|
EJ020523.TXT|004826|003851|2023-04-18|17:18|274.17||||54.83|||||329.00||329.00|
EJ020523.TXT|004827|003852|2023-04-19|14:47|83.33||||16.67|||||100.00||100.00|
EJ020523.TXT|004828|003853|2023-04-19|14:47|25.00||||5.00|||||30.00|30.00||
EJ020523.TXT|004829|003854|2023-04-20|13:53|650.00||||130.00|||||780.00||780.00|
EJ020523.TXT|004830|003855|2023-04-20|13:53|799.17||||159.83|||||959.00||959.00|
EJ020523.TXT|004831|003856|2023-04-20|15:06|548.33||||109.67|||||658.00|658.00||
EJ020523.TXT|004832|003857|2023-04-21|11:10|548.33||||109.67|||||658.00||658.00|
EJ020523.TXT|004833|003858|2023-04-21|15:13|548.33||||109.67|||||658.00|658.00||
EJ020523.TXT|004834|003859|2023-04-21|16:51|274.17||||54.83|||||329.00|329.00||
EJ020523.TXT|004835|003860|2023-04-22|15:51|548.33||||109.67|||||658.00|658.00||
EJ020523.TXT|004836|003861|2023-04-24|10:05|10400.00||||2080.00|||||12480.00|12480.00||
EJ020523.TXT|004837|003862|2023-04-24|15:56|274.17||||54.83|||||329.00|329.00||
EJ020523.TXT|004838|003863|2023-04-25|15:14|500.00||||100.00|||||600.00|600.00||
EJ020523.TXT|004839|003864|2023-04-25|17:15|548.33||||109.67|||||658.00|658.00||
EJ020523.TXT|004840|003865|2023-04-26|13:46|615.00||||123.00|||||738.00|738.00||
EJ020523.TXT|004841|003866|2023-04-26|15:19|548.33||||109.67|||||658.00|658.00||
EJ020523.TXT|004842|003867|2023-04-27|14:01|531.67||||106.33|||||638.00||638.00|
EJ020523.TXT|004843|003868|2023-04-27|14:11|274.17||||54.83|||||329.00|329.00||
EJ020523.TXT|004844|003869|2023-04-27|15:33|305.00||||61.00|||||366.00||366.00|
EJ020523.TXT|004845|003870|2023-04-28|10:40|822.50||||164.50|||||987.00||987.00|
EJ020523.TXT|004846|003871|2023-04-28|10:40|822.50||||164.50|||||987.00||987.00|
EJ020523.TXT|004847|003872|2023-04-28|14:42|582.50||||116.50|||||699.00||699.00|
EJ020523.TXT|004848|003873|2023-04-28|14:42|582.50||||116.50|||||699.00||699.00|
EJ020523.TXT|004849|003874|2023-04-28|14:42|650.00||||130.00|||||780.00||780.00|
EJ020523.TXT|004850|003875|2023-04-29|11:03|715.83||||143.17|||||859.00||859.00|
EJ020523.TXT|004851|003876|2023-04-29|11:04|650.00||||130.00|||||780.00||780.00|
EJ020523.TXT|004852|003877|2023-04-29|11:05|715.83||||143.17|||||859.00||859.00|
EJ020523.TXT|004853|003878|2023-04-29|16:36|655.83||||131.17|||||787.00||787.00|
EJ020523.TXT|004854|003879|2023-04-29|16:37|739.17||||147.83|||||887.00||887.00|
EJ010623.TXT|004862|003880|2023-05-02|14:20|3190.00||||638.00|||||3828.00|3828.00||
EJ010623.TXT|004863|003881|2023-05-02|14:22|822.50||||164.50|||||987.00||987.00|
EJ010623.TXT|004864|003882|2023-05-02|14:23|822.50||||164.50|||||987.00||987.00|
EJ010623.TXT|004865|003883|2023-05-02|15:25|822.50||||164.50|||||987.00||987.00|
EJ010623.TXT|004866|003884|2023-05-02|15:27|822.50||||164.50|||||987.00||987.00|
EJ010623.TXT|004867|003885|2023-05-02|17:20|83.33||||16.67|||||100.00|100.00||
EJ010623.TXT|004868|003886|2023-05-05|10:55|822.50||||164.50|||||987.00|987.00||
EJ010623.TXT|004869|003887|2023-05-05|15:45|265.83||||53.17|||||319.00||319.00|
EJ010623.TXT|004870|003888|2023-05-06|16:48|274.17||||54.83|||||329.00||329.00|
EJ010623.TXT|004871|003889|2023-05-09|11:11|822.50||||164.50|||||987.00||987.00|
EJ010623.TXT|004872|003890|2023-05-09|16:33|175.00||||35.00|||||210.00||210.00|
EJ010623.TXT|004873|003891|2023-05-10|13:39|1845.00||||369.00|||||2214.00|2214.00||
EJ010623.TXT|004874|003892|2023-05-10|15:57|208.33||||41.67|||||250.00||250.00|
EJ010623.TXT|004875|003893|2023-05-11|14:08|797.50||||159.50|||||957.00||957.00|
EJ010623.TXT|004876|003894|2023-05-11|14:11|797.50||||159.50|||||957.00||957.00|
