"MODELE          ","                "
"MACHINE         ","MC#01   "
"RAPPORT         ","VENT MENSUEL"
"FICHIER         ","FILE010"
"MODE            ","Z   "
"COMPTEUR Z      ","0077"
"DATE            ","31-01-2023"
"HEURE           ","18:46"

"ENREGISTREMENT  ","QTE VENTE BRUT  ","CA BRUT         ","NBRE VENTE NET  ","CA NET          "
"0001","0","0.00","0","0.00"
"0002","4","1,129.00","3","1,129.00"
"0003","20","5,352.00","6","5,352.00"
"0004","3","870.00","1","870.00"
"0005","0","0.00","0","0.00"
"0006","41","6,685.00","3","6,685.00"
"0007","4","1,346.00","2","1,346.00"
"0008","0","0.00","0","0.00"
"0009","8","1,124.00","2","1,124.00"
"0010","4","1,160.00","2","1,160.00"
"0011","0","0.00","0","0.00"
"0012","10","2,693.00","4","2,693.00"
"0013","10","3,235.00","7","3,235.00"
"0014","3","897.00","1","897.00"
"0015","0","0.00","0","0.00"
"0016","24","7,166.00","11","7,166.00"
"0017","7","2,139.00","4","2,139.00"
"0018","17","4,917.00","11","4,917.00"
"0019","4","2,116.00","4","2,116.00"
"0020","13","3,185.00","9","3,185.00"
"0021","38","10,193.00","12","10,193.00"
"0022","0","0.00","0","0.00"
"0023","15","4,160.00","8","4,160.00"
"0024","25","6,918.00","10","6,918.00"
"0025","0","0.00","0","0.00"
"0026","14","4,092.00","6","4,092.00"
"0027","11","2,785.00","6","2,785.00"
"0028","11","3,202.80","7","3,202.80"
"0029","0","0.00","0","0.00"
"0030","6","425.00","1","425.00"
"0031","2","580.00","1","580.00"
