nomfichier;E_MODELE;E_MACHINE;E_RAPPORT;E_FICHIER;E_MODE;E_COMPTEUR_Z;E_DATE;E_HEURE;D_ENREGISTREMENT;D_DESIGNATION;D_QUANTITE;D_MONTANT
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0001;ESPECES;402.00;221991.10
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0002;SOUS-TOTAL;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0003;CARTES;150.00;108512.50
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0004;CHEQUES;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0005;AIDE;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0006;TAX PGM;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0007;SORTIECAISSE;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0008;REC&ACCOMPTE;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0009;SIGN-OFF;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0010;NUM CAISSIER;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0011;SHIFT/No;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0012;DWN;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0013;REMISE %-;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0014;REMISE -;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0015;PLU;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0016;PRIX;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0017;TICKETON/OFF;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0018;CORRECTION;1.00;329.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0019;RETOUR;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0020;OUVERTURE;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0021;RAPPELTICKET;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0022;00;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0023;.;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0024;IMPRIME TVA;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0025;TIROIR;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0026;COUPON;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0027;UP;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0028;CHANGE;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0029;X;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0030;REFERENCE;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0031;REF./TIROIR;4.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0032;ANNULATION;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0033;;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0034;;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0035;;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0036;;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0037;;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0038;;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0039;;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0040;;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0041;;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0042;;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0043;;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0044;;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0045;;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0046;;0.00;0.00
Z002_31B_072025_MASSENA.CSV;;MC#01;TRANSACTION;FILE002;Z;0020;2025-07-31;18:40;0047;;0.00;0.00
