"MODELE          ","                "
"MACHINE         ","MC#01   "
"RAPPORT         ","VENT MENSUEL"
"FICHIER         ","FILE010"
"MODE            ","Z   "
"COMPTEUR Z      ","0093"
"DATE            ","01-06-2024"
"HEURE           ","16:17"

"ENREGISTREMENT  ","QTE VENTE BRUT  ","CA BRUT         ","NBRE VENTE NET  ","CA NET          "
"0001","0","0.00","0","0.00"
"0002","0","0.00","0","0.00"
"0003","0","0.00","0","0.00"
"0004","9","4,069.00","4","4,069.00"
"0005","0","0.00","0","0.00"
"0006","0","0.00","0","0.00"
"0007","2","658.00","1","658.00"
"0008","0","0.00","0","0.00"
"0009","0","0.00","0","0.00"
"0010","0","0.00","0","0.00"
"0011","7","1,946.00","4","1,946.00"
"0012","0","0.00","0","0.00"
"0013","0","0.00","0","0.00"
"0014","0","0.00","0","0.00"
"0015","0","0.00","0","0.00"
"0016","0","0.00","0","0.00"
"0017","2","579.00","2","579.00"
"0018","0","0.00","0","0.00"
"0019","0","0.00","0","0.00"
"0020","0","0.00","0","0.00"
"0021","1","250.00","1","250.00"
"0022","3","908.00","2","908.00"
"0023","6","1,914.00","2","1,914.00"
"0024","19","6,052.00","4","6,052.00"
"0025","8","708.30","2","708.30"
"0026","0","0.00","0","0.00"
"0027","0","0.00","0","0.00"
"0028","4","1,316.00","2","1,316.00"
"0029","3","549.90","3","549.90"
"0030","0","0.00","0","0.00"
"0031","1","250.00","1","250.00"
